Student_ID,Gender,Age,Semester,Study_Hours_Per_Day,Assignment_Load,Sleep_Hours,Attendance_Percentage,Screen_Time_Hours,Caffeine_Intake,Extracurricular_Hours,Exam_Pressure,Financial_Stress,Social_Support,Stress_Level
768,1,20.0,4.0,9.0,6.0,9.0,77.0,8.2,4.0,3.0,2.0,4.0,7.0,1
769,0,20.0,5.0,4.6,7.0,7.3,87.0,8.8,3.0,5.0,10.0,7.0,8.0,0
770,0,19.0,8.0,4.4,2.0,9.0,72.0,7.5,2.0,3.0,8.0,4.0,3.0,2
771,1,18.0,1.0,6.0,2.0,7.5,96.0,7.8,5.0,0.0,3.0,7.0,10.0,1
772,0,19.0,5.0,6.7,10.0,5.6,71.0,5.9,0.0,5.0,9.0,8.0,8.0,0
773,1,20.0,8.0,2.8,8.0,7.2,97.0,8.6,2.0,4.0,6.0,9.0,9.0,2
774,1,24.0,1.0,5.9,7.0,9.0,72.0,7.0,3.0,3.0,6.0,7.0,8.0,2
775,0,18.0,1.0,6.3,3.0,4.9,100.0,6.2,5.0,2.0,3.0,8.0,7.0,2
776,1,20.0,7.0,6.4,8.0,7.8,72.0,6.4,4.0,5.0,8.0,9.0,9.0,0
777,0,21.0,3.0,4.9,9.0,4.2,68.0,6.3,3.0,2.0,8.0,10.0,7.0,0
778,0,24.0,5.0,6.8,6.0,7.4,68.0,8.0,0.0,4.0,1.0,3.0,6.0,1
779,0,24.0,1.0,5.1,6.0,6.5,89.0,5.7,0.0,3.0,6.0,6.0,7.0,2
780,0,18.0,4.0,6.4,4.0,7.1,80.0,8.0,5.0,2.0,10.0,2.0,2.0,0
781,0,18.0,6.0,3.9,3.0,3.3,66.0,9.2,4.0,2.0,1.0,8.0,7.0,2
782,0,20.0,1.0,4.0,8.0,5.2,66.0,8.4,2.0,3.0,10.0,7.0,6.0,0
783,1,24.0,8.0,4.2,2.0,8.1,78.0,8.2,2.0,3.0,9.0,6.0,3.0,2
784,0,20.0,7.0,6.4,4.0,4.5,96.0,9.4,5.0,0.0,9.0,4.0,5.0,0
785,0,18.0,5.0,5.5,10.0,5.9,90.0,7.3,1.0,4.0,2.0,10.0,2.0,0
786,0,20.0,2.0,1.4,10.0,7.1,98.0,4.9,3.0,3.0,4.0,6.0,2.0,2
787,0,22.0,5.0,2.3,7.0,4.2,99.0,9.2,2.0,1.0,7.0,7.0,5.0,0
788,0,23.0,3.0,3.7,1.0,8.8,98.0,5.9,1.0,4.0,8.0,4.0,8.0,1
789,0,23.0,7.0,1.6,10.0,4.8,68.0,9.5,4.0,1.0,6.0,8.0,3.0,0
790,1,19.0,5.0,4.7,7.0,5.7,91.0,7.3,2.0,0.0,4.0,7.0,5.0,2
791,0,23.0,3.0,6.0,5.0,8.2,80.0,9.9,3.0,1.0,2.0,3.0,4.0,1
792,1,19.0,5.0,4.3,8.0,4.5,96.0,6.2,4.0,3.0,7.0,1.0,4.0,2
793,1,20.0,3.0,5.5,1.0,5.1,81.0,5.1,2.0,5.0,9.0,3.0,1.0,2
794,0,24.0,1.0,5.7,1.0,6.4,70.0,7.1,2.0,4.0,5.0,2.0,7.0,1
795,0,23.0,2.0,3.5,7.0,6.2,73.0,5.2,1.0,0.0,10.0,9.0,2.0,0
796,0,21.0,2.0,6.8,4.0,8.1,72.0,3.3,2.0,2.0,10.0,7.0,4.0,2
797,0,19.0,3.0,3.1,2.0,4.3,76.0,5.7,1.0,2.0,8.0,7.0,5.0,2
798,1,21.0,6.0,4.8,2.0,4.3,85.0,5.2,4.0,3.0,8.0,4.0,5.0,2
799,1,20.0,8.0,3.0,6.0,6.8,84.0,7.1,0.0,5.0,10.0,1.0,1.0,2
